T23,Major trading partners,,,,,,,
Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value,Footnotes,Source
470,Malta,2021,Major trading partner 2 (% of imports),United Kingdom,,8.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
470,Malta,2010,Major trading partner 3 (% of exports),Italy,,5.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
470,Malta,2015,Major trading partner 3 (% of exports),Italy,,4.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
470,Malta,2021,Major trading partner 3 (% of exports),Italy,,6.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
470,Malta,2010,Major trading partner 3 (% of imports),China,,2.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
470,Malta,2015,Major trading partner 3 (% of imports),China,,3.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
470,Malta,2021,Major trading partner 3 (% of imports),China,,7.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
584,Marshall Islands,2010,Major trading partner 1 (% of exports),Denmark,,0.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
584,Marshall Islands,2015,Major trading partner 1 (% of exports),Denmark,,0.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
584,Marshall Islands,2021,Major trading partner 1 (% of exports),Denmark,,44.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
584,Marshall Islands,2010,Major trading partner 1 (% of imports),Republic of Korea,,16.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
584,Marshall Islands,2015,Major trading partner 1 (% of imports),Republic of Korea,,16.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
584,Marshall Islands,2021,Major trading partner 1 (% of imports),Republic of Korea,,33.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
584,Marshall Islands,2015,Major trading partner 2 (% of exports),Poland,,0.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
584,Marshall Islands,2021,Major trading partner 2 (% of exports),Poland,,12.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
584,Marshall Islands,2010,Major trading partner 2 (% of imports),Singapore,,29.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
584,Marshall Islands,2015,Major trading partner 2 (% of imports),Singapore,,29.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
584,Marshall Islands,2021,Major trading partner 2 (% of imports),Singapore,,28.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
584,Marshall Islands,2010,Major trading partner 3 (% of exports),Germany,,0.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
584,Marshall Islands,2015,Major trading partner 3 (% of exports),Germany,,0.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
584,Marshall Islands,2021,Major trading partner 3 (% of exports),Germany,,7.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
584,Marshall Islands,2010,Major trading partner 3 (% of imports),China,,24.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
584,Marshall Islands,2015,Major trading partner 3 (% of imports),China,,29.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
584,Marshall Islands,2021,Major trading partner 3 (% of imports),China,,17.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
478,Mauritania,2010,Major trading partner 1 (% of exports),China,,39.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
478,Mauritania,2015,Major trading partner 1 (% of exports),China,,31.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
478,Mauritania,2021,Major trading partner 1 (% of exports),China,,33.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
478,Mauritania,2010,Major trading partner 1 (% of imports),Spain,,4.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
478,Mauritania,2015,Major trading partner 1 (% of imports),Spain,,3.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
478,Mauritania,2021,Major trading partner 1 (% of imports),Spain,,14.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
478,Mauritania,2010,Major trading partner 2 (% of exports),Switzerland,,13.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
478,Mauritania,2015,Major trading partner 2 (% of exports),Switzerland,,16.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
478,Mauritania,2021,Major trading partner 2 (% of exports),Switzerland,,17.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
478,Mauritania,2010,Major trading partner 2 (% of imports),United Arab Emirates,,12.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
478,Mauritania,2015,Major trading partner 2 (% of imports),United Arab Emirates,,12.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
478,Mauritania,2021,Major trading partner 2 (% of imports),United Arab Emirates,,14.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
478,Mauritania,2010,Major trading partner 3 (% of exports),Canada,,0.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
478,Mauritania,2015,Major trading partner 3 (% of exports),Canada,,0.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
478,Mauritania,2021,Major trading partner 3 (% of exports),Canada,,10.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
478,Mauritania,2010,Major trading partner 3 (% of imports),France,,14.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
478,Mauritania,2015,Major trading partner 3 (% of imports),France,,5.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
478,Mauritania,2021,Major trading partner 3 (% of imports),France,,8.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
480,Mauritius,2010,Major trading partner 1 (% of exports),South Africa,,4.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
480,Mauritius,2015,Major trading partner 1 (% of exports),South Africa,,8.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
480,Mauritius,2021,Major trading partner 1 (% of exports),South Africa,,13.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
480,Mauritius,2010,Major trading partner 1 (% of imports),China,,13.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
480,Mauritius,2015,Major trading partner 1 (% of imports),China,,18.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
480,Mauritius,2021,Major trading partner 1 (% of imports),China,,17.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
480,Mauritius,2010,Major trading partner 2 (% of exports),France,,16.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
480,Mauritius,2015,Major trading partner 2 (% of exports),France,,11.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
480,Mauritius,2021,Major trading partner 2 (% of exports),France,,13.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
480,Mauritius,2010,Major trading partner 2 (% of imports),India,,22.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
480,Mauritius,2015,Major trading partner 2 (% of imports),India,,18.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
480,Mauritius,2021,Major trading partner 2 (% of imports),India,,15.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
480,Mauritius,2010,Major trading partner 3 (% of exports),United Kingdom,,23.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
480,Mauritius,2015,Major trading partner 3 (% of exports),United Kingdom,,13.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
480,Mauritius,2021,Major trading partner 3 (% of exports),United Kingdom,,9.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
480,Mauritius,2010,Major trading partner 3 (% of imports),United Arab Emirates,,0.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
480,Mauritius,2015,Major trading partner 3 (% of imports),United Arab Emirates,,1.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
480,Mauritius,2021,Major trading partner 3 (% of imports),United Arab Emirates,,8.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
484,Mexico,2010,Major trading partner 1 (% of exports),United States,,80.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
484,Mexico,2015,Major trading partner 1 (% of exports),United States,,81.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
